counterfactual_group,target_object,sample_ids,states,gold_actions,step0_actions,step0_member_exact,step0_pair_exact,step0_same_actions,step11193_actions,step11193_member_exact,step11193_pair_exact,step11193_same_actions,comparison
shard_0_cf_0044,Drawer,shard_0_exp0_0406 | shard_0_exp0_0405,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1245,Drawer,shard_0_exp0_9229 | shard_0_exp0_9228,closed | open,"GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1270,Drawer,shard_0_exp0_9326 | shard_0_exp0_9325,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1271,Drawer,shard_0_exp0_9329 | shard_0_exp0_9328,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1272,Drawer,shard_0_exp0_9333 | shard_0_exp0_9332,closed | open,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Desk); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",0 | 0,0,0,both_not_exact
shard_0_cf_1279,Fridge,shard_0_exp0_9369 | shard_0_exp0_9368,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1280,Drawer,shard_0_exp0_9371 | shard_0_exp0_9370,closed | open,"GotoLocation(DiningTable); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer)",1 | 0,0,1,both_not_exact
shard_0_cf_1307,Fridge,shard_0_exp0_9456 | shard_0_exp0_9455,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1308,Drawer,shard_0_exp0_9460 | shard_0_exp0_9459,closed | open,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1329,Drawer,shard_0_exp0_9539 | shard_0_exp0_9538,closed | open,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1340,Fridge,shard_0_exp0_9597 | shard_0_exp0_9596,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1341,Fridge,shard_0_exp0_9600 | shard_0_exp0_9599,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1342,Drawer,shard_0_exp0_9602 | shard_0_exp0_9601,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_0_cf_1375,Fridge,shard_0_exp0_9743 | shard_0_exp0_9742,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1376,Drawer,shard_0_exp0_9745 | shard_0_exp0_9744,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1377,Microwave,shard_0_exp0_9748 | shard_0_exp0_9747,closed | open,GotoLocation(Microwave); OpenObject(Microwave) | GotoLocation(Microwave),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Microwave); OpenObject(Microwave) | GotoLocation(Microwave),1 | 1,1,0,candidate_fixed
shard_0_cf_1382,Drawer,shard_0_exp0_9760 | shard_0_exp0_9759,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1383,Fridge,shard_0_exp0_9762 | shard_0_exp0_9761,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge); OpenObject(Fridge),1 | 0,0,1,both_not_exact
shard_0_cf_1384,Drawer,shard_0_exp0_9765 | shard_0_exp0_9764,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1464,Fridge,shard_0_exp0_9999 | shard_0_exp0_9998,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1475,Drawer,shard_0_exp0_10056 | shard_0_exp0_10055,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1476,Drawer,shard_0_exp0_10058 | shard_0_exp0_10057,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1477,Drawer,shard_0_exp0_10060 | shard_0_exp0_10059,closed | open,"GotoLocation(Dresser); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer)",1 | 0,0,1,both_not_exact
shard_0_cf_1491,Drawer,shard_0_exp0_10122 | shard_0_exp0_10121,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_0_cf_1492,Fridge,shard_0_exp0_10124 | shard_0_exp0_10123,closed | open,"GotoLocation(DiningTable); PickupObject(Bowl); GotoLocation(Fridge); OpenObject(Fridge); PutObject(Bowl,Fridge); CloseObject(Fridge) | GotoLocation(DiningTable); PickupObject(Bowl); GotoLocation(Fridge); PutObject(Bowl,Fridge)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(Bowl); GotoLocation(Fridge); OpenObject(Fridge); PutObject(Bowl,Fridge); CloseObject(Fridge) | GotoLocation(DiningTable); PickupObject(Bowl); GotoLocation(Fridge); PutObject(Bowl,Fridge)",1 | 1,1,0,candidate_fixed
shard_0_cf_1517,Fridge,shard_0_exp0_10202 | shard_0_exp0_10201,closed | open,"GotoLocation(DiningTable); PickupObject(Plate); GotoLocation(Fridge); OpenObject(Fridge); PutObject(Plate,Fridge); CloseObject(Fridge) | GotoLocation(DiningTable); PickupObject(Plate); GotoLocation(Fridge); PutObject(Plate,Fridge)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(Plate); GotoLocation(Fridge); OpenObject(Fridge); PutObject(Plate,Fridge); CloseObject(Fridge) | GotoLocation(DiningTable); PickupObject(Plate); GotoLocation(Fridge); PutObject(Plate,Fridge)",1 | 1,1,0,candidate_fixed
shard_0_cf_1530,Drawer,shard_0_exp0_10254 | shard_0_exp0_10253,closed | open,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1531,Drawer,shard_0_exp0_10256 | shard_0_exp0_10255,closed | open,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1532,Drawer,shard_0_exp0_10258 | shard_0_exp0_10257,closed | open,"GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1533,Drawer,shard_0_exp0_10260 | shard_0_exp0_10259,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1534,Drawer,shard_0_exp0_10262 | shard_0_exp0_10261,closed | open,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1535,Drawer,shard_0_exp0_10264 | shard_0_exp0_10263,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1544,Drawer,shard_0_exp0_10288 | shard_0_exp0_10287,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1545,Safe,shard_0_exp0_10290 | shard_0_exp0_10289,closed | open,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),1 | 1,1,0,candidate_fixed
shard_0_cf_1546,Fridge,shard_0_exp0_10292 | shard_0_exp0_10291,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1548,Fridge,shard_0_exp0_10304 | shard_0_exp0_10303,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1549,Drawer,shard_0_exp0_10308 | shard_0_exp0_10307,closed | open,"GotoLocation(Bed); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(Bed); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Bed); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(Bed); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1550,Drawer,shard_0_exp0_10313 | shard_0_exp0_10312,closed | open,"GotoLocation(DiningTable); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1568,Drawer,shard_0_exp0_10359 | shard_0_exp0_10358,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer) | GotoLocation(Drawer),0 | 1,0,1,both_not_exact
shard_0_cf_1569,Drawer,shard_0_exp0_10361 | shard_0_exp0_10360,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1582,Drawer,shard_0_exp0_10408 | shard_0_exp0_10407,closed | open,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1583,Drawer,shard_0_exp0_10410 | shard_0_exp0_10409,closed | open,"GotoLocation(Dresser); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1624,Microwave,shard_0_exp0_10539 | shard_0_exp0_10538,closed | open,GotoLocation(Microwave); OpenObject(Microwave) | GotoLocation(Microwave),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Microwave) | GotoLocation(Microwave); OpenObject(Microwave),0 | 0,0,0,both_not_exact
shard_0_cf_1644,Drawer,shard_0_exp0_10633 | shard_0_exp0_10632,closed | open,"GotoLocation(SideTable); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(SideTable); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",1 | 0,0,0,both_not_exact
shard_0_cf_1645,Drawer,shard_0_exp0_10637 | shard_0_exp0_10636,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_0_cf_1646,Drawer,shard_0_exp0_10639 | shard_0_exp0_10638,closed | open,"GotoLocation(Desk); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Desk); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1647,Fridge,shard_0_exp0_10642 | shard_0_exp0_10641,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1686,Drawer,shard_0_exp0_10753 | shard_0_exp0_10752,closed | open,"GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(SideTable); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",0 | 0,0,0,both_not_exact
shard_0_cf_1687,Drawer,shard_0_exp0_10755 | shard_0_exp0_10754,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1688,Drawer,shard_0_exp0_10757 | shard_0_exp0_10756,closed | open,"GotoLocation(Desk); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Desk); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1689,Drawer,shard_0_exp0_10759 | shard_0_exp0_10758,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1695,Drawer,shard_0_exp0_10785 | shard_0_exp0_10784,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1696,Drawer,shard_0_exp0_10789 | shard_0_exp0_10788,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1697,Fridge,shard_0_exp0_10792 | shard_0_exp0_10791,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1698,Drawer,shard_0_exp0_10794 | shard_0_exp0_10793,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1699,Drawer,shard_0_exp0_10797 | shard_0_exp0_10796,closed | open,"GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Desk); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",0 | 0,0,0,both_not_exact
shard_0_cf_1700,Fridge,shard_0_exp0_10799 | shard_0_exp0_10798,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1701,Drawer,shard_0_exp0_10802 | shard_0_exp0_10801,closed | open,"GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1733,Drawer,shard_0_exp0_10920 | shard_0_exp0_10919,closed | open,"GotoLocation(Bed); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(Bed); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer)",0 | 0,0,1,both_not_exact
